index,Expected Salary,CGPA,10th Percentage,12th Percentage,Branch,Certifications,Level of Participation,Communication Proficiency,Programming Languages,Extraversion,Agreeableness,Openness,Conscientiousness,Neuroticism,Attendance %,Employeed
2799,40850.85,6.67,80.05,54.06,0,0,0,9,5,4,4,5,1,1,58,0
2800,40123.47,8.58,36.46,93.47,6,0,0,8,1,3,3,4,4,2,65,0
2801,29469.28,6.93,50.87,42.47,3,1,0,6,3,4,1,2,5,3,71,1
2802,20707.86,8.66,75.88,68.21,3,0,0,4,5,4,1,4,3,3,77,1
2803,46023.44,7.99,55.23,66.61,1,0,0,3,1,4,2,2,1,5,75,0
2804,32869.25,9.97,45.48,44.32,0,0,0,4,4,4,2,4,1,3,90,1
2805,17812.18,6.68,74.17,92.88,1,0,0,7,2,4,3,4,5,1,70,0
2806,21164.28,6.5,83.05,81.34,3,0,0,4,2,2,3,3,1,5,60,0
2807,16883.95,8.12,44.47,81.78,3,0,0,7,4,4,1,1,3,5,52,0
2808,16094.82,8.53,50.11,75.53,2,0,0,5,1,4,1,5,3,3,73,0
2809,10109.79,8.81,76.59,77.74,6,0,0,5,2,1,2,5,1,3,75,0
2810,22369.86,6.26,82.38,76.1,0,0,0,8,5,1,2,3,2,4,62,0
2811,33719.58,6.35,52.55,69.87,0,2,0,8,3,1,3,3,1,4,100,1
2812,32436.8,8.69,59.21,39.94,5,0,0,10,1,5,5,1,3,3,60,0
2813,42545.45,5.49,55.26,74.2,6,0,0,5,4,4,2,3,1,2,89,0
2814,36727.49,8.34,61.75,37.74,3,0,0,5,5,3,4,4,3,5,81,0
2815,43734.38,9.21,37.63,67.42,0,0,0,5,5,2,3,4,5,3,57,1
2816,25940.32,5.46,77.2,88.32,6,0,0,10,1,5,3,4,2,2,69,0
2817,14674.45,5.37,74.15,59.35,4,0,0,4,4,2,4,5,1,3,63,0
2818,16562.68,9.61,77.95,72.49,5,0,0,3,2,3,1,1,4,3,86,0
2819,16575.6,8.91,52.67,77.23,5,5,0,6,4,5,3,1,4,5,91,1
2820,37414.07,8.05,58.43,91.15,6,0,0,4,4,2,4,2,4,2,64,0
2821,44354.79,5.82,45.87,65.4,0,0,0,10,4,3,5,1,5,2,77,1
2822,45879.99,7.58,71.94,67.58,6,0,2,8,4,3,3,2,1,4,50,1
2823,42140.27,7.12,51.71,92.34,4,1,0,6,4,1,1,2,4,4,81,0
2824,27556.31,9.26,78.53,37.42,5,0,0,8,1,2,4,2,1,5,90,1
2825,11521.96,9.16,66.77,93.16,0,0,0,8,4,3,2,2,5,4,51,0
2826,29846.56,5.75,62.37,71.7,3,0,0,6,4,1,1,4,1,5,54,0
2827,42636.48,5.08,70.62,54.51,0,0,0,7,2,3,1,4,1,4,77,1
2828,27040.69,7.43,87.31,40.58,6,0,0,4,5,5,3,5,4,3,58,0
2829,37910.66,8.66,83.58,79.6,0,0,0,4,5,4,5,1,4,3,90,0
2830,26053.43,8.42,44.27,57.28,0,4,0,9,4,4,5,4,1,1,93,1
2831,48274.96,9.73,72.17,69.88,3,0,0,5,4,4,3,5,4,3,79,0
2832,31764.56,9.7,82.9,59.76,5,0,0,4,5,3,3,1,5,5,68,0
2833,35674.17,6.52,86.1,75.28,6,0,0,4,2,3,1,2,4,1,93,0
2834,26649.9,5.36,90.27,50.74,4,4,0,9,2,4,4,3,4,2,59,0
2835,11318.92,7.06,37.99,87.18,6,4,1,7,2,1,5,5,2,4,67,0
2836,23294.62,7.36,60.6,39.79,4,0,0,6,5,5,1,2,4,2,86,0
2837,44227.25,7.17,51.49,76.29,3,0,0,5,1,1,1,1,1,5,69,1
2838,33379.6,8.5,93.2,68.94,1,1,0,6,1,5,4,4,4,2,62,1
2839,23954.47,9.5,88.22,65.87,2,0,0,10,4,5,5,4,5,1,68,1
2840,36173.79,6.76,63.11,38.45,1,0,0,10,2,1,4,4,1,2,60,1
2841,16717.08,5.36,93.52,84.38,6,0,0,3,5,3,5,4,1,3,61,1
2842,13972.25,6.37,43.39,76.96,6,0,0,9,5,4,1,5,4,3,90,0
2843,45508.04,8.98,75.43,86.23,4,1,2,3,3,3,4,5,3,2,55,0
2844,48924.66,8.9,79.51,74.55,0,0,0,8,5,3,5,1,2,4,100,0
2845,45807.23,8.49,46.54,35.43,2,0,0,3,2,3,3,4,2,4,63,0
2846,48353.35,8.56,40.81,50.73,0,0,0,5,2,3,4,4,1,1,62,1
2847,48636.37,6.08,70.41,68.55,3,0,0,7,1,3,2,1,4,3,53,1
2848,19364.73,5.1,75.2,82.37,6,0,0,3,1,4,4,4,5,1,52,0
2849,24692.39,7.97,77.44,71.2,3,5,2,3,1,3,5,3,1,1,86,1
2850,45059.4,5.7,95.51,78.76,2,0,1,9,3,5,3,2,2,3,63,1
2851,12961.86,8.9,61.18,51.57,0,3,0,5,3,2,1,2,4,4,78,0
2852,26795.03,9.67,40.94,56.97,0,5,0,6,4,5,5,1,5,1,76,1
2853,18351.75,7.75,59.74,73.82,1,0,0,3,2,3,4,2,1,1,69,0
2854,24908.53,8.55,54.25,93.34,6,0,0,10,1,3,5,1,2,2,86,1
2855,47388.7,8.86,95.78,51.99,6,0,0,5,4,4,2,3,4,4,71,0
2856,22192.58,5.35,38.53,74.41,2,0,0,3,4,3,3,5,1,2,66,1
2857,29090.49,6.9,69.85,89.36,0,0,0,7,5,2,4,1,1,4,91,1
2858,41555.32,8.72,74.84,60.83,6,0,0,7,3,3,5,5,4,4,94,1
2859,40490.38,8.91,75.59,52.97,1,0,0,8,3,1,2,2,4,3,92,1
2860,37920.8,7.41,63.6,51.89,3,0,0,4,1,1,5,1,2,4,65,0
2861,42101.05,5.38,76.95,51.38,5,0,0,5,1,3,3,1,4,2,65,0
2862,38712.96,6.43,45.64,77.62,4,0,0,3,3,5,4,5,1,4,91,1
2863,17163.36,9.72,95.25,47.51,2,4,0,9,3,3,1,2,2,1,66,0
2864,47830.02,6.58,51.5,93.44,0,5,0,7,1,3,5,5,5,2,91,0
2865,18552.23,9.45,98.51,60.51,1,0,0,10,2,1,3,4,2,4,53,0
2866,44489.54,5.78,46.47,62.03,1,2,0,4,3,4,1,3,2,1,75,0
2867,28111.53,7.16,66.95,75.35,4,0,0,4,2,2,4,5,1,2,54,0
2868,29591.43,7.44,64.91,58.38,3,3,0,5,5,2,4,1,1,1,95,0
2869,34289.95,5,93.91,94.3,3,0,0,10,5,1,1,5,4,1,93,0
2870,31949.46,8,85.81,90.47,4,0,3,7,4,4,3,2,5,3,72,0
2871,20340.03,9.81,42.31,78.81,0,0,0,6,2,2,4,5,3,4,98,1
2872,24537.43,7.24,46.15,53.39,5,0,0,5,4,2,3,5,1,3,62,0
2873,18098.99,7.17,74.68,37.15,6,3,0,5,4,3,2,2,4,4,88,1
2874,29429.78,9,83.58,88.67,3,0,0,9,1,5,2,1,3,1,57,0
2875,35913.51,8.71,87.98,36.06,0,0,0,8,3,3,2,1,1,2,87,0
2876,17599.04,5.08,40.8,46.22,4,0,2,5,5,4,5,5,5,4,74,1
2877,41580.13,8.74,66.57,49.61,3,0,0,9,2,2,1,4,5,4,57,1
2878,23808.93,5.53,86.69,79.61,3,0,2,10,1,5,5,5,1,2,66,0
2879,43489.88,9.7,42.56,35.63,6,0,0,9,1,3,4,1,1,3,82,0
2880,26507.34,5.47,87.46,86.06,3,0,0,7,5,5,3,2,5,5,70,0
2881,24875.37,5.41,77.43,75.97,0,0,0,5,4,2,3,5,2,5,66,0
2882,30505.1,7.87,96.06,76.46,2,0,0,7,1,1,5,1,3,4,75,0
2883,22311.29,6.95,60.78,84.96,4,0,0,4,5,4,4,3,3,5,52,0
2884,17820.59,5.32,77.78,77.86,0,0,2,5,4,2,4,3,5,5,59,0
2885,27584.95,7.79,78.75,78.91,1,0,0,6,2,1,3,2,1,3,54,0
2886,37401.71,6.33,35.91,86.76,3,0,0,6,2,3,4,5,4,1,54,0
2887,15180.04,9.54,52.26,55.02,6,0,0,4,2,1,3,4,5,3,67,0
2888,15717.02,9.95,53.08,37.23,0,5,0,6,5,5,3,1,2,3,100,0
2889,40641.37,5.94,48.8,59.05,3,0,0,3,4,2,2,5,5,5,85,1
2890,28715.57,7.18,85.56,42.29,0,0,0,3,2,3,4,1,5,1,94,0
2891,40661.38,8.99,36.75,45.61,0,0,0,6,5,1,3,5,1,1,63,1
2892,42723.32,9.5,87.35,93.82,0,0,0,8,3,2,4,5,4,5,99,1
2893,31618.71,5.56,39.78,61.84,5,0,0,5,4,5,3,3,4,4,73,0
2894,18040.01,7.52,83.94,50.63,4,0,0,6,4,1,2,4,3,4,51,0
2895,45858.16,6.2,40.19,40,5,0,0,8,5,5,1,5,2,1,81,0
2896,46456.35,9.55,46.02,56.33,6,0,0,6,3,2,4,5,5,3,66,0
2897,30279.06,5.91,68.92,86.78,4,0,0,6,4,4,4,2,1,3,65,0
2898,10559.83,6.37,92.5,58.33,0,0,0,3,3,3,5,2,4,1,87,1
2899,47519.43,7.06,58.34,78.04,1,0,1,7,1,1,2,4,4,2,87,0
2900,39011.49,9.17,62.39,49.22,0,2,0,7,2,1,5,3,3,3,86,0
2901,43681.29,5.57,61.95,40.96,0,0,0,4,2,1,2,3,3,2,57,1
2902,46981.46,5.98,62.8,84.38,3,0,0,4,3,5,2,1,1,2,66,1
2903,39495.86,7.1,41.91,60.57,0,0,0,8,2,3,3,1,3,1,84,1
2904,40935.77,9.99,88.65,59.23,0,0,0,3,1,1,5,2,4,3,91,0
2905,14008.72,6.32,40.27,53.63,5,0,0,6,1,4,3,2,5,2,56,0
2906,28543.99,9.76,36.08,59.63,3,0,0,7,1,5,3,1,4,4,76,1
2907,30280.58,8.6,50.44,39.81,1,5,0,3,3,5,3,3,3,4,75,1
2908,28690.97,8.16,86.92,58.17,0,1,0,7,2,4,5,2,5,1,97,1
2909,30610.69,6.8,89.52,47.17,2,0,2,4,2,2,5,5,1,2,65,1
2910,33258.07,5.56,36.89,87.5,3,0,0,8,4,4,4,2,4,1,55,1
2911,38931.17,9.65,69.15,62.25,0,0,0,7,4,3,3,4,5,4,54,0
2912,20694.58,5.86,62.99,39.29,0,0,0,5,2,3,1,5,1,3,67,1
2913,17791.68,5.31,56.83,40.05,6,0,0,5,4,3,1,4,2,4,80,1
2914,42378.45,7.31,67.66,78.09,0,0,0,5,5,1,3,5,3,1,71,0
2915,28746.37,6.3,49.12,40.22,3,0,0,7,5,4,2,3,2,4,90,0
2916,10412.87,8.21,52.41,49.88,1,0,0,3,5,4,3,3,3,3,72,0
2917,39421.6,7.09,60.22,60.93,0,0,0,10,5,5,5,5,5,5,100,0
2918,20823.1,9.65,36.25,59.56,0,5,0,4,1,3,5,1,4,3,58,0
2919,44939.67,6.6,86.11,82.8,1,0,0,9,3,2,1,1,2,1,81,0
2920,36352.23,6.98,81.11,93.04,3,0,0,8,5,3,1,4,5,1,78,0
2921,24452.81,5.39,64.96,45.99,0,0,0,10,5,1,2,4,5,2,96,0
2922,10427.43,7.27,52,83.04,0,0,0,10,3,5,2,4,2,2,96,1
2923,37205.7,9.59,88.21,46.59,2,0,0,6,4,5,2,1,4,4,99,0
2924,47799.94,5.44,81.55,49.41,0,0,0,4,1,3,5,1,5,4,96,1
2925,37891.36,7.92,80.76,94.12,2,0,0,5,5,4,4,1,3,4,82,1
2926,43322.84,9.21,88.26,78.91,4,3,0,3,3,1,1,2,1,2,60,1
2927,10338.61,5.67,92.19,68.36,2,0,0,10,4,2,5,1,1,4,78,1
2928,17437.42,9.4,36.13,91.29,0,0,0,9,2,5,1,2,5,3,80,1
2929,39874.6,6.95,75.95,44.87,2,0,0,3,2,2,3,1,1,3,71,1
2930,34523.61,6.18,54.92,85.6,0,0,0,10,3,1,5,2,1,2,65,1
2931,10613.86,5.22,58.8,52.01,5,0,0,8,1,5,2,5,2,4,94,1
2932,14917,6.01,86.61,78.71,1,0,0,3,4,3,4,2,2,5,84,0
2933,23022.01,8.91,68.54,88.6,1,0,0,6,5,3,1,3,5,2,70,0
2934,13241.14,8.83,53.78,48.38,0,0,0,8,2,5,3,4,4,4,65,1
2935,11164.33,6.69,44.24,62.67,0,0,0,3,3,1,2,2,3,3,85,0
2936,27366.19,5.82,68.08,84.95,6,0,0,8,4,5,3,5,4,1,84,1
2937,19987.3,6.86,97.15,63.89,0,0,0,7,5,3,1,5,5,3,78,0
2938,27062.85,7.61,47.85,42.88,0,0,0,6,3,5,3,3,2,4,65,0
2939,25230.81,7.15,62.99,49.29,4,0,0,9,3,3,4,4,2,4,87,1
2940,14658.16,9.16,67.29,90.06,0,0,0,8,1,1,1,5,1,5,97,0
2941,40607.56,5.44,66.06,76.71,1,0,0,4,4,1,3,5,2,5,57,0
2942,10136.97,6.31,53.32,78.15,0,0,0,10,4,1,4,3,3,3,60,0
2943,49036.61,7.33,42.8,44.21,0,0,0,6,3,3,4,4,1,5,59,1
2944,29275.46,6.03,53.49,51.94,6,0,0,7,1,4,1,4,5,4,62,1
2945,34721.49,5.19,95.26,57.44,4,0,0,4,3,3,4,3,1,3,61,0
2946,22812.12,5.04,81.39,50.86,2,0,2,9,2,2,5,1,5,5,70,0
2947,47985.18,6.97,38.95,88.04,0,0,0,3,3,5,5,3,5,3,70,0
2948,11255.32,5.33,54.29,69.84,1,0,0,4,4,5,3,1,1,4,53,0
2949,15563.34,5.8,56.82,44.47,0,0,0,6,3,2,2,1,4,5,62,0
2950,23542.14,6.58,43.22,41.89,1,0,0,6,2,1,4,4,3,2,84,1
2951,37158.98,7.99,50.24,93.71,6,0,0,7,3,3,1,5,5,5,95,1
2952,38395.26,8.3,69.98,48.67,2,3,0,6,3,2,5,1,1,2,88,1
2953,31619.56,5.84,43.92,40.91,1,0,1,3,2,3,1,3,5,1,97,0
2954,37147.33,7.8,74.53,71.19,0,0,0,4,2,2,1,4,2,5,71,0
2955,33527.26,5.87,95.25,66.47,1,0,3,9,4,1,1,2,2,5,74,1
2956,14837.04,9.1,72.68,92.51,1,0,2,6,3,3,5,3,5,1,56,0
2957,40125.04,6.91,75.57,78.24,2,2,0,8,4,4,2,2,1,2,70,0
2958,12695.98,6.84,67.45,55.22,1,1,0,4,2,1,1,3,3,5,83,1
2959,43598.47,5.62,74.2,35.61,5,0,0,8,4,3,3,4,5,4,55,0
2960,13774.62,8.18,68.1,68.38,5,0,0,3,5,1,1,5,1,5,81,0
2961,28511.44,7.37,85.83,52.26,6,2,0,10,3,5,3,3,4,2,78,0
2962,47379.52,9.4,95.62,71.06,5,1,0,6,5,4,3,2,2,4,95,0
2963,13514.38,5.19,56.16,50.84,6,0,0,6,1,4,4,3,3,4,58,1
2964,30484.74,8.59,87.59,41.23,6,0,0,5,4,2,5,2,4,1,65,1
2965,43047.88,6.51,71.17,38.27,6,0,0,6,5,1,3,4,2,4,72,1
2966,42413.51,5.05,52.56,81.23,4,0,0,8,4,5,5,2,3,5,87,0
2967,43446.78,6.94,40.48,74.22,1,0,0,6,5,1,2,5,3,2,81,0
2968,38822.02,6.86,85.96,94.48,0,0,0,7,1,3,4,2,4,5,63,1
2969,22124.42,9.22,85.09,47.02,0,0,1,10,4,5,5,1,5,1,79,0
2970,11750.52,9.25,68.07,62.4,0,0,0,7,1,4,4,4,1,2,66,0
2971,31817.45,9.48,37.05,41.54,0,0,0,5,5,5,5,2,2,1,52,0
2972,42749.95,5.24,37.35,48.09,1,0,0,4,1,5,3,5,5,2,81,0
2973,26661.49,7.35,70.42,88.24,1,0,0,9,3,4,4,5,2,2,92,1
2974,11924.41,9.85,56.25,93.25,5,0,0,5,2,4,5,1,1,1,86,1
2975,48176.93,6.7,69.58,88.82,4,2,0,5,2,4,3,4,2,4,100,1
2976,43976.73,8.37,70.18,44.49,1,0,0,10,1,5,1,2,1,4,79,1
2977,40702.27,8.19,78.57,48.94,0,0,0,10,2,5,3,3,5,5,84,1
2978,30988.42,6.83,60.42,62.97,2,0,0,4,2,2,3,5,3,4,82,0
2979,31902.36,6.33,89.54,55.28,4,2,0,6,5,3,1,2,3,5,94,0
2980,43504.94,6.59,94.8,75.61,2,5,0,9,2,5,4,1,4,5,93,0
2981,34335.92,7.2,37.37,88.32,0,0,0,9,5,1,5,5,4,5,83,0
2982,41719.81,8.39,69.51,83.81,6,0,0,9,1,5,3,4,1,2,63,0
2983,29347.89,7.07,65.49,56.56,1,0,0,7,5,5,1,2,1,2,68,1
2984,26271.55,7.41,46.49,64.62,3,0,0,9,3,4,1,1,5,5,87,1
2985,42172.42,5.66,56.51,92.72,3,0,0,8,1,4,1,2,3,2,94,1
2986,44129.22,9.04,96.66,67.7,6,0,0,8,2,4,3,1,3,2,85,0
2987,36185.66,7.06,56.92,92.44,1,0,0,10,4,2,4,3,5,5,68,1
2988,47756.21,8.57,75.4,92.86,3,0,0,4,5,4,1,5,1,3,61,1
2989,35242.46,6.59,56,46.03,0,0,0,8,1,5,5,5,3,4,53,0
2990,38802.67,8.01,90.51,91.75,5,0,0,5,3,1,3,1,1,4,59,0
2991,23803.98,9.49,76.51,47.14,0,0,0,5,4,1,3,2,4,1,95,0
2992,13487.64,8.72,90.49,77.5,6,0,0,10,3,5,2,1,4,1,95,1
2993,16621.3,5.23,59.75,45.27,4,3,0,5,2,5,3,2,4,5,61,0
2994,43048.88,7,58.92,61.91,6,0,0,3,3,5,3,3,4,2,58,0
2995,12807.44,9.84,42.38,36.29,2,1,0,5,1,2,4,3,5,3,97,1
2996,13479.1,9.84,81.24,78.67,2,0,0,7,1,1,3,3,4,5,79,1
2997,38591.32,6.88,98.49,41.89,0,0,0,10,2,3,3,1,1,2,78,1
2998,30648.98,6.9,67.29,36.91,0,0,0,3,1,3,4,1,2,3,67,1
2999,45447.43,7.96,83.02,38.12,1,0,0,10,5,2,2,4,4,3,62,0
3000,47576.89,6.95,43.85,92.24,1,0,0,8,3,2,4,2,3,5,80,1
3001,43229.47,7.41,96.39,52.06,1,0,0,4,2,1,2,1,1,5,83,0
3002,48466.69,7.25,44.37,66.69,0,0,0,7,5,4,5,1,2,3,97,0
3003,32272.7,6.88,97.79,76.46,3,0,0,8,3,5,1,2,4,4,69,0
3004,30431.49,6.92,83.98,86.33,1,1,0,10,3,2,2,1,4,4,64,1
3005,44454.92,9.28,95.09,60.13,2,0,0,6,4,5,4,3,4,2,100,1
3006,40956.34,9.36,58.24,40.83,4,0,0,8,5,1,1,5,4,4,88,0
3007,20494.59,6.52,38.57,84.34,1,0,0,9,4,4,2,5,1,2,84,1
3008,41243.51,9.91,51.35,91.71,0,5,0,8,2,3,1,1,4,4,72,1
3009,27850.56,6.38,98.6,66.9,5,0,0,5,5,5,1,5,1,3,90,0
3010,44343.91,5.98,54.6,85.83,0,0,0,3,5,4,5,5,3,5,56,1
3011,45063.95,6.91,50.8,94.43,3,0,0,6,3,3,3,1,3,4,94,1
3012,27715.81,8.34,55.82,84.97,6,0,0,3,3,3,4,5,3,5,85,1
3013,41750.48,5.14,49.8,85.81,6,0,0,10,4,2,5,2,5,4,99,1
3014,38700.8,5.38,84.65,80.17,2,5,0,7,5,3,4,4,2,1,69,0
3015,25114.89,6.32,62.4,65.31,3,0,0,10,3,2,4,4,4,5,56,0
3016,14247.43,5.99,95.79,73.18,3,0,0,4,1,1,4,1,1,2,50,0
3017,25456.21,7.36,69.17,67.95,2,0,0,3,2,4,2,5,5,1,82,1
3018,30214.38,5.29,79.83,37.13,0,0,0,6,5,3,1,3,3,2,56,0
3019,19478.06,5.11,88.15,61.09,0,0,0,5,2,1,3,2,1,2,86,0
3020,12010.57,5,85.42,73.23,2,2,0,5,1,4,2,2,2,4,59,1
3021,42973.33,8.96,44.77,66,5,4,0,8,5,4,3,3,5,2,79,0
3022,27676.84,6.31,91.67,81.88,0,0,0,9,2,3,2,5,2,5,66,0
3023,44611.45,9.61,77.46,92.18,0,0,0,7,1,1,3,5,3,4,69,1
3024,42786.81,8.57,37.64,59.56,4,0,0,8,1,4,4,3,5,2,59,1
3025,39269.4,6.44,39.8,67.29,0,0,0,10,2,4,3,3,1,1,88,1
3026,40677.92,9.19,80.28,67.4,0,0,0,10,2,2,4,5,3,2,50,0
3027,48914.95,5.36,45.02,91.22,0,0,0,9,4,3,4,2,3,4,78,1
3028,46051.12,9.48,91.73,80.96,0,0,0,4,4,4,5,1,1,5,81,1
3029,10670.78,8.04,55.84,51.74,1,0,0,8,1,3,1,5,4,5,57,0
3030,26592.44,6.91,74.28,85.3,6,0,0,8,5,5,3,4,4,4,69,0
3031,11996.52,5.95,89.28,52.69,4,0,0,4,4,5,4,1,4,5,93,1
3032,29096.16,7.6,40.91,75.74,1,0,0,7,5,5,2,1,3,3,94,1
3033,10203.51,7.7,85.68,63.24,6,0,0,8,2,5,1,5,1,3,50,1
3034,17711.8,8.87,37.84,63.86,4,0,0,6,3,1,2,2,5,5,72,0
3035,13383.67,9.72,43.65,79.83,3,0,0,10,3,5,4,4,4,1,97,0
3036,17479.47,7.72,59.02,36.42,3,0,0,8,5,3,3,5,5,4,89,0
3037,36962.53,6.08,87.83,73.35,3,0,0,10,5,2,3,1,2,2,70,0
3038,45276.37,9.07,56.01,66.93,4,0,0,8,3,5,1,1,2,4,99,0
3039,17320.79,5.88,83.08,58.11,2,0,0,5,4,2,5,4,4,3,73,0
3040,37401.14,5.54,74.93,51.33,4,0,0,6,4,2,4,2,5,4,82,0
3041,26548.76,9.97,91.42,90.79,1,1,0,6,1,2,4,1,2,1,89,0
3042,46635.86,7.21,79.84,68.41,0,0,0,5,1,1,2,3,5,5,56,0
3043,19684.94,7.17,40.18,39.31,3,5,0,4,2,1,2,2,1,1,50,1
3044,21226.99,9.75,98.65,45.58,3,0,0,7,5,1,3,4,4,4,97,0
3045,34727.05,6.7,60.39,92.01,3,0,0,6,3,4,1,3,3,1,92,1
3046,32464.21,5.69,65.49,80.09,2,0,2,10,4,4,2,4,2,3,63,0
3047,28445.16,5.31,67.86,88.35,5,0,0,5,1,3,1,4,3,5,88,0
3048,30818.22,7.34,53.75,59.67,3,5,0,3,1,1,2,1,5,5,79,1
3049,45811.93,7.48,50.57,36.31,5,0,0,5,1,3,2,2,3,3,55,0
3050,40463.42,9.64,41.89,67.94,4,0,0,6,5,4,3,2,2,3,86,0
3051,20101.07,8.2,87.05,67.01,0,0,3,8,4,5,5,4,5,4,90,1
3052,47776.34,9.99,41.17,46.6,4,0,2,10,2,2,4,1,1,2,62,1
3053,22329.29,7.49,74.24,66.1,6,0,0,5,3,4,4,2,4,5,55,1
3054,25454.95,8.85,91.05,69.9,0,0,0,4,1,1,4,3,3,3,57,1
3055,10062.36,7,95.82,84.64,1,0,0,10,1,2,2,3,1,4,92,0
3056,12769.82,5.57,57.62,77.86,0,0,3,4,1,5,4,1,2,3,85,0
3057,12097.11,7.27,70.15,82.3,2,1,0,9,5,1,4,4,4,1,67,0
3058,49368.61,7.41,83.59,49.96,4,0,0,5,3,1,2,1,2,3,80,1
3059,10346.68,5.17,97.23,84.74,3,0,0,6,1,5,3,4,3,4,83,0
3060,13807.42,9.44,43,68.85,4,0,0,3,2,4,1,1,3,1,72,0
3061,21858.14,5.83,41.2,58.81,2,0,0,8,3,4,5,3,4,2,68,1
3062,20447.5,7.23,41.65,81.21,5,0,0,3,1,1,4,1,5,5,65,1
3063,35541.84,5.14,50.26,94.26,1,0,0,5,2,2,5,1,1,2,88,1
3064,33894.45,7.56,71.33,88.88,0,0,0,8,1,2,4,5,2,4,52,0
3065,31846.73,5.76,53.5,79.42,3,0,0,5,4,3,1,3,5,3,59,1
3066,28332.31,8.96,85.15,85.23,4,0,0,4,2,1,1,5,4,4,57,1
3067,31651.8,6.68,60.5,52.97,5,0,0,10,4,1,3,3,3,4,51,0
3068,21611.84,7.04,84.13,60.26,5,0,2,9,2,2,4,1,4,3,75,1
3069,27741.04,6.71,73.1,70.69,1,0,0,4,2,2,3,4,4,3,91,1
3070,21265.37,5.82,70.56,84.39,2,0,0,7,5,4,2,2,3,4,93,0
3071,43340.19,7.15,89.7,40.01,0,0,0,4,5,5,4,1,3,2,77,1
3072,47491.38,7.36,70.01,36.41,4,0,0,5,2,1,3,2,2,5,97,0
3073,19434.39,9.43,53.2,67.04,1,0,0,9,1,2,5,5,2,3,62,1
3074,12200.41,5.18,93.41,94.76,6,0,0,7,4,2,2,1,2,4,74,0
3075,13856.66,6.87,36.12,70.9,5,0,1,6,2,3,1,4,3,3,76,0
3076,14437.95,7.28,97.88,43.74,5,5,0,9,3,1,4,5,5,4,93,1
3077,17996.09,7.34,51.11,38.71,4,0,0,5,3,4,1,2,3,5,52,1
3078,45756.85,7.7,73.46,50.1,0,0,0,9,4,4,2,3,2,1,59,1
3079,14863.15,9.88,70.76,37.73,6,0,0,4,5,4,3,2,1,1,57,0
3080,34313.78,5.06,65.89,82.54,2,0,0,5,1,3,4,5,4,2,98,0
3081,21747.92,7.19,48.03,52.64,6,0,0,3,3,1,3,4,1,1,56,1
3082,38705.77,8.14,40.98,92.55,1,0,0,5,5,4,3,5,5,1,78,0
3083,27673.32,6.2,62.92,40.85,0,0,0,7,4,2,2,2,4,3,100,1
3084,27130.97,5.43,62.49,87.29,0,0,0,10,4,3,4,2,4,1,98,1
3085,36464.6,6.67,37.95,64,6,2,3,7,5,5,5,2,1,3,63,0
3086,16543.71,6.34,92.1,82.81,1,0,0,9,4,3,4,2,3,2,93,1
3087,26126.52,8.56,44,85.08,3,0,0,5,3,3,2,5,5,3,63,0
3088,24538.87,9.12,88.28,78.11,5,0,0,6,5,4,5,3,2,4,80,1
3089,40359.28,5.57,67.66,36.97,0,0,0,8,1,1,5,3,5,4,72,1
3090,32148.84,8.16,64,67.26,3,0,0,10,2,1,1,1,2,3,57,0
3091,18577.18,8.48,80.02,73.58,5,0,0,6,5,1,2,5,4,4,88,0
3092,47487.91,7.42,83.26,90.73,3,5,0,8,3,1,3,5,3,4,81,1
3093,22771.21,8.69,49.48,92.44,5,3,0,7,1,3,4,3,3,5,54,1
3094,33766.88,9.19,87.42,86.68,0,0,0,4,4,5,3,2,4,2,56,0
3095,38786.87,9.23,87.29,38.22,5,0,0,4,3,3,4,5,2,5,54,1
3096,35264.22,9.36,95.93,46.49,4,0,3,5,3,1,5,3,1,2,85,1
3097,32502.17,5.33,62.47,42.84,0,0,0,5,4,4,1,2,2,4,95,0
3098,20968.25,5.97,56.76,50.29,2,0,0,9,2,1,2,4,3,1,76,1
3099,42631.53,7.9,53.71,46.43,3,0,0,3,4,1,2,3,5,2,86,1
3100,13670.17,7.88,74.5,79.32,3,5,0,6,3,2,1,3,1,4,73,1
3101,49816.72,5.24,43.08,74.82,4,0,0,6,4,5,1,4,3,1,91,1
3102,43066.61,5.41,40.14,74.36,4,0,0,8,1,1,4,5,5,5,55,0
3103,19717.07,7.86,51.45,86.72,1,0,0,6,1,1,2,3,3,2,77,1
3104,44939.66,6.64,75.35,88.1,1,0,0,3,2,3,1,2,5,2,56,0
3105,13693.15,5.03,51.69,49.84,1,0,0,8,4,2,3,5,3,1,70,1
3106,48079.49,9.3,96.41,90.4,5,0,0,3,5,1,3,5,5,5,81,1
3107,11858.19,7.84,77.36,61.65,3,0,0,10,5,2,1,5,1,2,94,1
3108,43856.41,8.58,71.38,59.74,0,0,0,7,2,4,4,4,3,5,74,1
3109,19371.54,9.88,90.64,35.15,0,4,0,3,3,3,5,5,3,5,62,1
3110,32260.41,7.97,76.79,53.73,6,0,0,6,5,2,3,1,5,4,75,0
3111,25081.99,6.4,55.04,86.51,0,3,0,7,2,3,5,3,1,2,51,1
3112,30643.14,8.19,67.56,94.39,0,5,0,5,1,3,1,2,1,1,77,0
3113,40438.58,6.34,35.2,60.41,0,2,0,6,3,3,5,5,5,5,53,1
3114,32813.31,6.79,91.26,81.5,1,0,0,8,5,4,3,1,4,3,95,1
