index,Expected Salary,CGPA,10th Percentage,12th Percentage,Branch,Certifications,Level of Participation,Communication Proficiency,Programming Languages,Extraversion,Agreeableness,Openness,Conscientiousness,Neuroticism,Attendance %,Employeed
2747,"$16,973.77 ",6.34,46.65,77.25,IT,,,3,C#,4,5,1,1,1,76,0
2748,"$13,578.63 ",8.21,96.18,66.57,IT,4,,4,C#,2,5,1,3,1,75,0
2749,"$32,310.97 ",6.38,90.87,48.82,Computer,,,7,C#,1,5,4,2,4,77,1
2750,"$33,045.94 ",5.39,92.39,62.87,IT,,,5,C++,3,2,5,3,4,51,1
2751,"$13,015.69 ",8.87,97.8,41.13,Biomedical,,,7,Java,2,4,2,1,3,97,0
2752,"$16,612.06 ",7.26,78.18,62.62,Electronics,0,,3,C,2,4,1,2,2,78,1
2753,"$20,566.68 ",5.36,70.94,94.62,Electronics,5,,9,C++,1,4,3,2,3,60,1
2754,"$26,011.96 ",9.07,76.78,69.51,Mechanical,,,9,Java,2,1,5,1,2,51,0
2755,"$16,945.73 ",5.47,67.46,88.97,Mechanical,,,5,Python,2,5,2,5,5,73,1
2756,"$14,230.30 ",6.53,77.26,70.32,Telecomm,,,9,C,3,1,1,2,2,99,0
2757,"$39,959.69 ",6.45,93.26,35.51,Telecomm,,,8,C++,4,1,5,3,3,50,0
2758,"$21,818.76 ",8.81,93.4,67.53,Biomedical,2,State,9,C,4,4,2,2,1,83,1
2759,"$22,305.61 ",6.71,42.07,40.27,Civil,,,6,Java,5,3,1,3,1,60,1
2760,"$21,010.23 ",6.39,63.18,58.19,Biomedical,,,5,Python,5,1,5,2,2,99,1
2761,"$46,275.01 ",5.58,88.19,93.56,Civil,,,9,Python,1,3,1,2,2,56,1
2762,"$24,350.26 ",7.12,41.29,94.42,Biomedical,1,,6,C#,4,1,2,2,5,75,0
2763,"$20,788.22 ",5.47,72.36,69.85,Mechanical,,,5,C#,5,3,4,4,3,57,1
2764,"$32,716.10 ",6.7,40.58,50.04,IT,1,,4,Java,5,5,4,2,5,92,0
2765,"$33,207.16 ",5.35,53.5,45.96,Civil,,National,5,Python,3,4,3,1,3,60,1
2766,"$16,979.19 ",9.4,73.72,47.66,Computer,2,,3,C,5,1,1,5,5,62,1
2767,"$32,134.10 ",7.65,57.4,46.24,Electronics,5,,6,C#,5,1,1,4,2,66,1
2768,"$47,118.26 ",5.83,45.66,58.59,Telecomm,,,5,Python,1,3,5,2,4,93,1
2769,"$42,985.71 ",6.92,37.24,66.07,Mechanical,,,7,C#,2,2,3,3,4,81,0
2770,"$40,652.61 ",5.61,74.93,77.92,Electronics,,,7,C++,3,4,1,1,2,94,1
2771,"$37,402.87 ",6.65,35.85,42.17,IT,,National,3,C++,3,1,1,4,1,53,0
2772,"$33,131.79 ",5.6,86.56,85.95,Mechanical,,,10,C#,3,2,3,3,3,73,1
2773,"$16,452.59 ",7.64,91.84,70.79,Telecomm,,,7,C++,5,2,2,1,1,89,0
2774,"$39,078.61 ",8.94,95.47,57.48,Biomedical,,,4,C++,2,1,5,5,1,77,1
2775,"$35,930.77 ",7.2,59.64,56.21,Biomedical,,,6,Python,2,1,3,5,2,67,0
2776,"$23,663.20 ",6.39,37.06,42.65,IT,,National,8,C#,3,2,3,2,1,50,1
2777,"$44,183.43 ",7.6,78.21,66.09,IT,,,4,C#,5,4,4,1,5,79,0
2778,"$14,622.06 ",7.37,48.8,77.65,IT,,,9,C++,5,3,5,1,1,77,1
2779,"$45,702.55 ",6.9,76.41,80.84,Biomedical,,,5,C++,3,3,3,2,4,83,0
2780,"$23,976.47 ",6.62,70.88,90.54,IT,,,8,C,1,3,5,3,5,91,0
2781,"$22,948.85 ",9.45,89.24,57.35,Telecomm,,,8,Java,5,5,4,3,4,97,0
2782,"$24,146.32 ",8.92,55.08,85.31,Telecomm,,,6,Java,1,4,4,5,2,89,1
2783,"$36,449.51 ",7.43,74.77,70.24,Computer,,,8,Python,2,3,1,5,5,99,1
2784,"$31,988.25 ",6.94,57.49,60.53,IT,,,9,Java,5,4,1,5,1,95,0
2785,"$34,715.07 ",6.37,96.66,93,Civil,,,9,C,1,3,2,4,3,56,1
2786,"$22,740.55 ",9.88,48.74,44.73,Biomedical,,,10,Java,3,3,4,1,5,91,1
2787,"$32,659.94 ",9.5,38.08,69.11,Civil,0,,4,C++,1,2,5,4,3,54,0
2788,"$35,471.86 ",7.3,70.68,88.46,IT,,,10,Java,1,2,3,3,2,82,1
2789,"$25,883.17 ",8.09,50.81,74.62,Biomedical,,,6,Java,4,3,4,3,1,87,1
2790,"$28,249.08 ",9.18,49.1,41.19,Mechanical,,,10,C#,5,5,1,1,3,93,1
2791,"$48,042.77 ",7.36,36.61,49.19,Mechanical,0,,8,C#,2,1,3,5,5,61,1
2792,"$45,581.35 ",6.68,51.81,60.32,Civil,,,9,C,3,4,3,4,5,64,0
2793,"$35,974.98 ",7.37,46.29,93.35,Mechanical,,,5,C,1,5,3,2,5,66,0
2794,"$22,442.10 ",5.85,88.23,72.67,IT,4,National,5,C++,1,1,3,4,1,92,1
2795,"$20,152.12 ",7.23,70,37.35,Mechanical,,,7,C#,4,5,1,2,4,50,1
2796,"$24,066.92 ",9.5,40.29,40.44,IT,,National,4,Python,5,2,5,3,2,54,1
2797,"$22,067.79 ",8.05,64.07,57.2,Mechanical,,National,5,C++,1,4,1,4,1,53,1
2798,"$39,667.07 ",7.77,86.42,53.34,Civil,,,10,Java,1,3,1,2,1,56,0
2799,"$40,850.85 ",6.67,80.05,54.06,IT,,,9,C#,4,4,5,1,1,58,0
2800,"$40,123.47 ",8.58,36.46,93.47,Electronics,,,8,C++,3,3,4,4,2,65,0
2801,"$29,469.28 ",6.93,50.87,42.47,Civil,1,,6,Java,4,1,2,5,3,71,1
2802,"$20,707.86 ",8.66,75.88,68.21,Civil,,,4,C#,4,1,4,3,3,77,1
2803,"$46,023.44 ",7.99,55.23,66.61,Mechanical,,,3,C++,4,2,2,1,5,75,0
2804,"$32,869.25 ",9.97,45.48,44.32,IT,,,4,C,4,2,4,1,3,90,1
2805,"$17,812.18 ",6.68,74.17,92.88,Mechanical,,,7,Python,4,3,4,5,1,70,0
2806,"$21,164.28 ",6.5,83.05,81.34,Civil,,,4,Python,2,3,3,1,5,60,0
2807,"$16,883.95 ",8.12,44.47,81.78,Civil,,,7,C,4,1,1,3,5,52,0
2808,"$16,094.82 ",8.53,50.11,75.53,Telecomm,,,5,C++,4,1,5,3,3,73,0
2809,"$10,109.79 ",8.81,76.59,77.74,Electronics,,,5,Python,1,2,5,1,3,75,0
2810,"$22,369.86 ",6.26,82.38,76.1,IT,,,8,C#,1,2,3,2,4,62,0
2811,"$33,719.58 ",6.35,52.55,69.87,IT,2,,8,Java,1,3,3,1,4,100,1
2812,"$32,436.80 ",8.69,59.21,39.94,Biomedical,,,10,C++,5,5,1,3,3,60,0
2813,"$42,545.45 ",5.49,55.26,74.2,Electronics,,,5,C,4,2,3,1,2,89,0
2814,"$36,727.49 ",8.34,61.75,37.74,Civil,,,5,C#,3,4,4,3,5,81,0
2815,"$43,734.38 ",9.21,37.63,67.42,IT,,,5,C#,2,3,4,5,3,57,1
2816,"$25,940.32 ",5.46,77.2,88.32,Electronics,,,10,C++,5,3,4,2,2,69,0
2817,"$14,674.45 ",5.37,74.15,59.35,Computer,,,4,C,2,4,5,1,3,63,0
2818,"$16,562.68 ",9.61,77.95,72.49,Biomedical,,,3,Python,3,1,1,4,3,86,0
2819,"$16,575.60 ",8.91,52.67,77.23,Biomedical,5,,6,C,5,3,1,4,5,91,1
2820,"$37,414.07 ",8.05,58.43,91.15,Electronics,,,4,C,2,4,2,4,2,64,0
2821,"$44,354.79 ",5.82,45.87,65.4,IT,,,10,C,3,5,1,5,2,77,1
2822,"$45,879.99 ",7.58,71.94,67.58,Electronics,,National,8,C,3,3,2,1,4,50,1
2823,"$42,140.27 ",7.12,51.71,92.34,Computer,1,,6,C,1,1,2,4,4,81,0
2824,"$27,556.31 ",9.26,78.53,37.42,Biomedical,,,8,C++,2,4,2,1,5,90,1
2825,"$11,521.96 ",9.16,66.77,93.16,IT,,,8,C,3,2,2,5,4,51,0
2826,"$29,846.56 ",5.75,62.37,71.7,Civil,,,6,C,1,1,4,1,5,54,0
2827,"$42,636.48 ",5.08,70.62,54.51,IT,,,7,Python,3,1,4,1,4,77,1
2828,"$27,040.69 ",7.43,87.31,40.58,Electronics,,,4,C#,5,3,5,4,3,58,0
2829,"$37,910.66 ",8.66,83.58,79.6,IT,,,4,C#,4,5,1,4,3,90,0
2830,"$26,053.43 ",8.42,44.27,57.28,IT,4,,9,C,4,5,4,1,1,93,1
2831,"$48,274.96 ",9.73,72.17,69.88,Civil,0,,5,C,4,3,5,4,3,79,0
2832,"$31,764.56 ",9.7,82.9,59.76,Biomedical,0,,4,C#,3,3,1,5,5,68,0
2833,"$35,674.17 ",6.52,86.1,75.28,Electronics,0,,4,Python,3,1,2,4,1,93,0
2834,"$26,649.90 ",5.36,90.27,50.74,Computer,4,,9,Python,4,4,3,4,2,59,0
2835,"$11,318.92 ",7.06,37.99,87.18,Electronics,4,State,7,Python,1,5,5,2,4,67,0
2836,"$23,294.62 ",7.36,60.6,39.79,Computer,0,,6,C#,5,1,2,4,2,86,0
2837,"$44,227.25 ",7.17,51.49,76.29,Civil,,,5,C++,1,1,1,1,5,69,1
2838,"$33,379.60 ",8.5,93.2,68.94,Mechanical,1,,6,C++,5,4,4,4,2,62,1
2839,"$23,954.47 ",9.5,88.22,65.87,Telecomm,0,,10,C,5,5,4,5,1,68,1
2840,"$36,173.79 ",6.76,63.11,38.45,Mechanical,,,10,Python,1,4,4,1,2,60,1
2841,"$16,717.08 ",5.36,93.52,84.38,Electronics,,,3,C#,3,5,4,1,3,61,1
2842,"$13,972.25 ",6.37,43.39,76.96,Electronics,,,9,C#,4,1,5,4,3,90,0
2843,"$45,508.04 ",8.98,75.43,86.23,Computer,1,National,3,Java,3,4,5,3,2,55,0
2844,"$48,924.66 ",8.9,79.51,74.55,IT,,,8,C#,3,5,1,2,4,100,0
2845,"$45,807.23 ",8.49,46.54,35.43,Telecomm,,,3,Python,3,3,4,2,4,63,0
2846,"$48,353.35 ",8.56,40.81,50.73,IT,,,5,Python,3,4,4,1,1,62,1
2847,"$48,636.37 ",6.08,70.41,68.55,Civil,,,7,C++,3,2,1,4,3,53,1
2848,"$19,364.73 ",5.1,75.2,82.37,Electronics,,,3,C++,4,4,4,5,1,52,0
2849,"$24,692.39 ",7.97,77.44,71.2,Civil,5,National,3,C++,3,5,3,1,1,86,1
2850,"$45,059.40 ",5.7,95.51,78.76,Telecomm,,State,9,Java,5,3,2,2,3,63,1
2851,"$12,961.86 ",8.9,61.18,51.57,IT,3,,5,Java,2,1,2,4,4,78,0
2852,"$26,795.03 ",9.67,40.94,56.97,IT,5,,6,C,5,5,1,5,1,76,1
2853,"$18,351.75 ",7.75,59.74,73.82,Mechanical,,,3,Python,3,4,2,1,1,69,0
2854,"$24,908.53 ",8.55,54.25,93.34,Electronics,,,10,C++,3,5,1,2,2,86,1
2855,"$47,388.70 ",8.86,95.78,51.99,Electronics,,,5,C,4,2,3,4,4,71,0
2856,"$22,192.58 ",5.35,38.53,74.41,Telecomm,,,3,C,3,3,5,1,2,66,1
2857,"$29,090.49 ",6.9,69.85,89.36,IT,,,7,C#,2,4,1,1,4,91,1
2858,"$41,555.32 ",8.72,74.84,60.83,Electronics,,,7,Java,3,5,5,4,4,94,1
2859,"$40,490.38 ",8.91,75.59,52.97,Mechanical,,,8,Java,1,2,2,4,3,92,1
2860,"$37,920.80 ",7.41,63.6,51.89,Civil,,,4,C++,1,5,1,2,4,65,0
2861,"$42,101.05 ",5.38,76.95,51.38,Biomedical,,,5,C++,3,3,1,4,2,65,0
2862,"$38,712.96 ",6.43,45.64,77.62,Computer,,,3,Java,5,4,5,1,4,91,1
2863,"$17,163.36 ",9.72,95.25,47.51,Telecomm,4,,9,Java,3,1,2,2,1,66,0
2864,"$47,830.02 ",6.58,51.5,93.44,IT,5,,7,C++,3,5,5,5,2,91,0
2865,"$18,552.23 ",9.45,98.51,60.51,Mechanical,,,10,Python,1,3,4,2,4,53,0
2866,"$44,489.54 ",5.78,46.47,62.03,Mechanical,2,,4,Java,4,1,3,2,1,75,0
2867,"$28,111.53 ",7.16,66.95,75.35,Computer,0,,4,Python,2,4,5,1,2,54,0
2868,"$29,591.43 ",7.44,64.91,58.38,Civil,3,,5,C#,2,4,1,1,1,95,0
2869,"$34,289.95 ",5,93.91,94.3,Civil,,,10,C#,1,1,5,4,1,93,0
2870,"$31,949.46 ",8,85.81,90.47,Computer,,International,7,C,4,3,2,5,3,72,0
2871,"$20,340.03 ",9.81,42.31,78.81,IT,,,6,Python,2,4,5,3,4,98,1
2872,"$24,537.43 ",7.24,46.15,53.39,Biomedical,,,5,C,2,3,5,1,3,62,0
2873,"$18,098.99 ",7.17,74.68,37.15,Electronics,3,,5,C,3,2,2,4,4,88,1
2874,"$29,429.78 ",9,83.58,88.67,Civil,,,9,C++,5,2,1,3,1,57,0
2875,"$35,913.51 ",8.71,87.98,36.06,IT,,,8,Java,3,2,1,1,2,87,0
2876,"$17,599.04 ",5.08,40.8,46.22,Computer,,National,5,C#,4,5,5,5,4,74,1
2877,"$41,580.13 ",8.74,66.57,49.61,Civil,,,9,Python,2,1,4,5,4,57,1
2878,"$23,808.93 ",5.53,86.69,79.61,Civil,,National,10,C++,5,5,5,1,2,66,0
2879,"$43,489.88 ",9.7,42.56,35.63,Electronics,,,9,C++,3,4,1,1,3,82,0
2880,"$26,507.34 ",5.47,87.46,86.06,Civil,,,7,C#,5,3,2,5,5,70,0
2881,"$24,875.37 ",5.41,77.43,75.97,IT,,,5,C,2,3,5,2,5,66,0
2882,"$30,505.10 ",7.87,96.06,76.46,Telecomm,,,7,C++,1,5,1,3,4,75,0
2883,"$22,311.29 ",6.95,60.78,84.96,Computer,,,4,C#,4,4,3,3,5,52,0
2884,"$17,820.59 ",5.32,77.78,77.86,IT,,National,5,C,2,4,3,5,5,59,0
2885,"$27,584.95 ",7.79,78.75,78.91,Mechanical,,,6,Python,1,3,2,1,3,54,0
2886,"$37,401.71 ",6.33,35.91,86.76,Civil,,,6,Python,3,4,5,4,1,54,0
2887,"$15,180.04 ",9.54,52.26,55.02,Electronics,,,4,Python,1,3,4,5,3,67,0
2888,"$15,717.02 ",9.95,53.08,37.23,IT,5,,6,C#,5,3,1,2,3,100,0
2889,"$40,641.37 ",5.94,48.8,59.05,Civil,,,3,C,2,2,5,5,5,85,1
2890,"$28,715.57 ",7.18,85.56,42.29,IT,,,3,Python,3,4,1,5,1,94,0
2891,"$40,661.38 ",8.99,36.75,45.61,IT,,,6,C#,1,3,5,1,1,63,1
2892,"$42,723.32 ",9.5,87.35,93.82,IT,,,8,Java,2,4,5,4,5,99,1
2893,"$31,618.71 ",5.56,39.78,61.84,Biomedical,,,5,C,5,3,3,4,4,73,0
2894,"$18,040.01 ",7.52,83.94,50.63,Computer,,,6,C,1,2,4,3,4,51,0
2895,"$45,858.16 ",6.2,40.19,40,Biomedical,,,8,C#,5,1,5,2,1,81,0
2896,"$46,456.35 ",9.55,46.02,56.33,Electronics,,,6,Java,2,4,5,5,3,66,0
2897,"$30,279.06 ",5.91,68.92,86.78,Computer,,,6,C,4,4,2,1,3,65,0
2898,"$10,559.83 ",6.37,92.5,58.33,IT,,,3,Java,3,5,2,4,1,87,1
2899,"$47,519.43 ",7.06,58.34,78.04,Mechanical,,State,7,C++,1,2,4,4,2,87,0
2900,"$39,011.49 ",9.17,62.39,49.22,IT,2,,7,Python,1,5,3,3,3,86,0
2901,"$43,681.29 ",5.57,61.95,40.96,IT,,,4,Python,1,2,3,3,2,57,1
2902,"$46,981.46 ",5.98,62.8,84.38,Civil,,,4,Java,5,2,1,1,2,66,1
2903,"$39,495.86 ",7.1,41.91,60.57,IT,0,,8,Python,3,3,1,3,1,84,1
2904,"$40,935.77 ",9.99,88.65,59.23,IT,,,3,C++,1,5,2,4,3,91,0
2905,"$14,008.72 ",6.32,40.27,53.63,Biomedical,,,6,C++,4,3,2,5,2,56,0
2906,"$28,543.99 ",9.76,36.08,59.63,Civil,,,7,C++,5,3,1,4,4,76,1
2907,"$30,280.58 ",8.6,50.44,39.81,Mechanical,5,,3,Java,5,3,3,3,4,75,1
2908,"$28,690.97 ",8.16,86.92,58.17,IT,1,,7,Python,4,5,2,5,1,97,1
2909,"$30,610.69 ",6.8,89.52,47.17,Telecomm,,National,4,Python,2,5,5,1,2,65,1
2910,"$33,258.07 ",5.56,36.89,87.5,Civil,,,8,C,4,4,2,4,1,55,1
2911,"$38,931.17 ",9.65,69.15,62.25,IT,,,7,C,3,3,4,5,4,54,0
2912,"$20,694.58 ",5.86,62.99,39.29,IT,,,5,Python,3,1,5,1,3,67,1
2913,"$17,791.68 ",5.31,56.83,40.05,Electronics,,,5,C,3,1,4,2,4,80,1
2914,"$42,378.45 ",7.31,67.66,78.09,IT,,,5,C#,1,3,5,3,1,71,0
2915,"$28,746.37 ",6.3,49.12,40.22,Civil,,,7,C#,4,2,3,2,4,90,0
2916,"$10,412.87 ",8.21,52.41,49.88,Mechanical,,,3,C#,4,3,3,3,3,72,0
2917,"$39,421.60 ",7.09,60.22,60.93,IT,,,10,C#,5,5,5,5,5,100,0
2918,"$20,823.10 ",9.65,36.25,59.56,IT,5,,4,C++,3,5,1,4,3,58,0
2919,"$44,939.67 ",6.6,86.11,82.8,Mechanical,,,9,Java,2,1,1,2,1,81,0
2920,"$36,352.23 ",6.98,81.11,93.04,Civil,,,8,C#,3,1,4,5,1,78,0
2921,"$24,452.81 ",5.39,64.96,45.99,IT,,,10,C#,1,2,4,5,2,96,0
2922,"$10,427.43 ",7.27,52,83.04,IT,,,10,Java,5,2,4,2,2,96,1
2923,"$37,205.70 ",9.59,88.21,46.59,Telecomm,,,6,C,5,2,1,4,4,99,0
2924,"$47,799.94 ",5.44,81.55,49.41,IT,,,4,C++,3,5,1,5,4,96,1
2925,"$37,891.36 ",7.92,80.76,94.12,Telecomm,,,5,C#,4,4,1,3,4,82,1
2926,"$43,322.84 ",9.21,88.26,78.91,Computer,3,,3,Java,1,1,2,1,2,60,1
2927,"$10,338.61 ",5.67,92.19,68.36,Telecomm,,,10,C,2,5,1,1,4,78,1
2928,"$17,437.42 ",9.4,36.13,91.29,IT,,,9,Python,5,1,2,5,3,80,1
2929,"$39,874.60 ",6.95,75.95,44.87,Telecomm,,,3,Python,2,3,1,1,3,71,1
2930,"$34,523.61 ",6.18,54.92,85.6,IT,,,10,Java,1,5,2,1,2,65,1
2931,"$10,613.86 ",5.22,58.8,52.01,Biomedical,,,8,C++,5,2,5,2,4,94,1
2932,"$14,917.00 ",6.01,86.61,78.71,Mechanical,,,3,C,3,4,2,2,5,84,0
2933,"$23,022.01 ",8.91,68.54,88.6,Mechanical,,,6,C#,3,1,3,5,2,70,0
2934,"$13,241.14 ",8.83,53.78,48.38,IT,,,8,Python,5,3,4,4,4,65,1
2935,"$11,164.33 ",6.69,44.24,62.67,IT,,,3,Java,1,2,2,3,3,85,0
2936,"$27,366.19 ",5.82,68.08,84.95,Electronics,0,,8,C,5,3,5,4,1,84,1
2937,"$19,987.30 ",6.86,97.15,63.89,IT,,,7,C#,3,1,5,5,3,78,0
2938,"$27,062.85 ",7.61,47.85,42.88,IT,,,6,Java,5,3,3,2,4,65,0
2939,"$25,230.81 ",7.15,62.99,49.29,Computer,,,9,Java,3,4,4,2,4,87,1
2940,"$14,658.16 ",9.16,67.29,90.06,IT,,,8,C++,1,1,5,1,5,97,0
2941,"$40,607.56 ",5.44,66.06,76.71,Mechanical,,,4,C,1,3,5,2,5,57,0
2942,"$10,136.97 ",6.31,53.32,78.15,IT,,,10,C,1,4,3,3,3,60,0
2943,"$49,036.61 ",7.33,42.8,44.21,IT,,,6,Java,3,4,4,1,5,59,1
2944,"$29,275.46 ",6.03,53.49,51.94,Electronics,0,,7,C++,4,1,4,5,4,62,1
2945,"$34,721.49 ",5.19,95.26,57.44,Computer,,,4,Java,3,4,3,1,3,61,0
2946,"$22,812.12 ",5.04,81.39,50.86,Telecomm,,National,9,Python,2,5,1,5,5,70,0
2947,"$47,985.18 ",6.97,38.95,88.04,IT,,,3,Java,5,5,3,5,3,70,0
2948,"$11,255.32 ",5.33,54.29,69.84,Mechanical,,,4,C,5,3,1,1,4,53,0
2949,"$15,563.34 ",5.8,56.82,44.47,IT,,,6,Java,2,2,1,4,5,62,0
2950,"$23,542.14 ",6.58,43.22,41.89,Mechanical,,,6,Python,1,4,4,3,2,84,1
2951,"$37,158.98 ",7.99,50.24,93.71,Electronics,,,7,Java,3,1,5,5,5,95,1
2952,"$38,395.26 ",8.3,69.98,48.67,Telecomm,3,,6,Java,2,5,1,1,2,88,1
2953,"$31,619.56 ",5.84,43.92,40.91,Mechanical,,State,3,Python,3,1,3,5,1,97,0
2954,"$37,147.33 ",7.8,74.53,71.19,IT,,,4,Python,2,1,4,2,5,71,0
2955,"$33,527.26 ",5.87,95.25,66.47,Mechanical,,International,9,C,1,1,2,2,5,74,1
2956,"$14,837.04 ",9.1,72.68,92.51,Mechanical,,National,6,Java,3,5,3,5,1,56,0
2957,"$40,125.04 ",6.91,75.57,78.24,Telecomm,2,,8,C,4,2,2,1,2,70,0
2958,"$12,695.98 ",6.84,67.45,55.22,Mechanical,1,,4,Python,1,1,3,3,5,83,1
2959,"$43,598.47 ",5.62,74.2,35.61,Biomedical,0,,8,C,3,3,4,5,4,55,0
2960,"$13,774.62 ",8.18,68.1,68.38,Biomedical,,,3,C#,1,1,5,1,5,81,0
2961,"$28,511.44 ",7.37,85.83,52.26,Electronics,2,,10,Java,5,3,3,4,2,78,0
2962,"$47,379.52 ",9.4,95.62,71.06,Biomedical,1,,6,C#,4,3,2,2,4,95,0
2963,"$13,514.38 ",5.19,56.16,50.84,Electronics,,,6,C++,4,4,3,3,4,58,1
2964,"$30,484.74 ",8.59,87.59,41.23,Electronics,,,5,C,2,5,2,4,1,65,1
2965,"$43,047.88 ",6.51,71.17,38.27,Electronics,,,6,C#,1,3,4,2,4,72,1
2966,"$42,413.51 ",5.05,52.56,81.23,Computer,,,8,C,5,5,2,3,5,87,0
2967,"$43,446.78 ",6.94,40.48,74.22,Mechanical,,,6,C#,1,2,5,3,2,81,0
2968,"$38,822.02 ",6.86,85.96,94.48,IT,,,7,C++,3,4,2,4,5,63,1
2969,"$22,124.42 ",9.22,85.09,47.02,IT,,State,10,C,5,5,1,5,1,79,0
2970,"$11,750.52 ",9.25,68.07,62.4,IT,,,7,C++,4,4,4,1,2,66,0
2971,"$31,817.45 ",9.48,37.05,41.54,IT,,,5,C#,5,5,2,2,1,52,0
2972,"$42,749.95 ",5.24,37.35,48.09,Mechanical,,,4,C++,5,3,5,5,2,81,0
2973,"$26,661.49 ",7.35,70.42,88.24,Mechanical,,,9,Java,4,4,5,2,2,92,1
2974,"$11,924.41 ",9.85,56.25,93.25,Biomedical,,,5,Python,4,5,1,1,1,86,1
2975,"$48,176.93 ",6.7,69.58,88.82,Computer,2,,5,Python,4,3,4,2,4,100,1
2976,"$43,976.73 ",8.37,70.18,44.49,Mechanical,,,10,C++,5,1,2,1,4,79,1
2977,"$40,702.27 ",8.19,78.57,48.94,IT,,,10,Python,5,3,3,5,5,84,1
2978,"$30,988.42 ",6.83,60.42,62.97,Telecomm,,,4,Python,2,3,5,3,4,82,0
2979,"$31,902.36 ",6.33,89.54,55.28,Computer,2,,6,C#,3,1,2,3,5,94,0
2980,"$43,504.94 ",6.59,94.8,75.61,Telecomm,5,,9,Python,5,4,1,4,5,93,0
2981,"$34,335.92 ",7.2,37.37,88.32,IT,,,9,C#,1,5,5,4,5,83,0
2982,"$41,719.81 ",8.39,69.51,83.81,Electronics,,,9,C++,5,3,4,1,2,63,0
2983,"$29,347.89 ",7.07,65.49,56.56,Mechanical,,,7,C#,5,1,2,1,2,68,1
2984,"$26,271.55 ",7.41,46.49,64.62,Civil,,,9,Java,4,1,1,5,5,87,1
2985,"$42,172.42 ",5.66,56.51,92.72,Civil,,,8,C++,4,1,2,3,2,94,1
2986,"$44,129.22 ",9.04,96.66,67.7,Electronics,,,8,Python,4,3,1,3,2,85,0
2987,"$36,185.66 ",7.06,56.92,92.44,Mechanical,,,10,C,2,4,3,5,5,68,1
2988,"$47,756.21 ",8.57,75.4,92.86,Civil,,,4,C#,4,1,5,1,3,61,1
2989,"$35,242.46 ",6.59,56,46.03,IT,,,8,C++,5,5,5,3,4,53,0
2990,"$38,802.67 ",8.01,90.51,91.75,Biomedical,,,5,Java,1,3,1,1,4,59,0
2991,"$23,803.98 ",9.49,76.51,47.14,IT,,,5,C,1,3,2,4,1,95,0
2992,"$13,487.64 ",8.72,90.49,77.5,Electronics,0,,10,Java,5,2,1,4,1,95,1
2993,"$16,621.30 ",5.23,59.75,45.27,Computer,3,,5,Python,5,3,2,4,5,61,0
2994,"$43,048.88 ",7,58.92,61.91,Electronics,,,3,Java,5,3,3,4,2,58,0
2995,"$12,807.44 ",9.84,42.38,36.29,Telecomm,1,,5,C++,2,4,3,5,3,97,1
2996,"$13,479.10 ",9.84,81.24,78.67,Telecomm,,,7,C++,1,3,3,4,5,79,1
2997,"$38,591.32 ",6.88,98.49,41.89,IT,,,10,Python,3,3,1,1,2,78,1
2998,"$30,648.98 ",6.9,67.29,36.91,IT,,,3,C++,3,4,1,2,3,67,1
2999,"$45,447.43 ",7.96,83.02,38.12,Mechanical,,,10,C#,2,2,4,4,3,62,0
3000,"$47,576.89 ",6.95,43.85,92.24,Mechanical,,,8,Java,2,4,2,3,5,80,1
3001,"$43,229.47 ",7.41,96.39,52.06,Mechanical,,,4,Python,1,2,1,1,5,83,0
3002,"$48,466.69 ",7.25,44.37,66.69,IT,,,7,C#,4,5,1,2,3,97,0
3003,"$32,272.70 ",6.88,97.79,76.46,Civil,,,8,Java,5,1,2,4,4,69,0
3004,"$30,431.49 ",6.92,83.98,86.33,Mechanical,1,,10,Java,2,2,1,4,4,64,1
3005,"$44,454.92 ",9.28,95.09,60.13,Telecomm,,,6,C,5,4,3,4,2,100,1
3006,"$40,956.34 ",9.36,58.24,40.83,Computer,,,8,C#,1,1,5,4,4,88,0
3007,"$20,494.59 ",6.52,38.57,84.34,Mechanical,,,9,C,4,2,5,1,2,84,1
3008,"$41,243.51 ",9.91,51.35,91.71,IT,5,,8,Python,3,1,1,4,4,72,1
3009,"$27,850.56 ",6.38,98.6,66.9,Biomedical,,,5,C#,5,1,5,1,3,90,0
3010,"$44,343.91 ",5.98,54.6,85.83,IT,,,3,C#,4,5,5,3,5,56,1
3011,"$45,063.95 ",6.91,50.8,94.43,Civil,,,6,Java,3,3,1,3,4,94,1
3012,"$27,715.81 ",8.34,55.82,84.97,Electronics,,,3,Java,3,4,5,3,5,85,1
3013,"$41,750.48 ",5.14,49.8,85.81,Electronics,,,10,C,2,5,2,5,4,99,1
3014,"$38,700.80 ",5.38,84.65,80.17,Telecomm,5,,7,C#,3,4,4,2,1,69,0
3015,"$25,114.89 ",6.32,62.4,65.31,Civil,,,10,Java,2,4,4,4,5,56,0
3016,"$14,247.43 ",5.99,95.79,73.18,Civil,,,4,C++,1,4,1,1,2,50,0
3017,"$25,456.21 ",7.36,69.17,67.95,Telecomm,,,3,Python,4,2,5,5,1,82,1
3018,"$30,214.38 ",5.29,79.83,37.13,IT,,,6,C#,3,1,3,3,2,56,0
3019,"$19,478.06 ",5.11,88.15,61.09,IT,0,,5,Python,1,3,2,1,2,86,0
3020,"$12,010.57 ",5,85.42,73.23,Telecomm,2,,5,C++,4,2,2,2,4,59,1
